,workload,trial,val target metric name,val target metric value,val target reached,best metric value on val,time to best eval on val (s),time to target on val (s),step_time (s),step_hint
1,criteo1tb_jax,trial_1,validation/loss,0.123735,True,0.1236790314233259,8951.699251413345,8951.699251413345,2.029253848574378,10666
9,criteo1tb_jax,trial_1,validation/loss,0.123735,False,0.1240051719548662,12536.648544311523,inf,2.029253848574378,10666
18,criteo1tb_jax,trial_1,validation/loss,0.123735,False,0.1241770580473042,13238.60691356659,inf,2.029253848574378,10666
15,fastmri_jax,trial_1,validation/ssim,0.723653,True,0.7243454503288548,1824.361733198166,1824.361733198166,1.0101386800818486,18094
24,fastmri_jax,trial_1,validation/ssim,0.723653,True,0.7240330959614167,2934.3234000206,2934.3234000206,1.0101386800818486,18094
3,finewebedu_lm_jax,trial_1,validation/ppl,22.2995,True,21.30258852443628,28313.505344867703,28313.505344867703,0.46192917255577687,72000
11,finewebedu_lm_jax,trial_1,validation/ppl,22.2995,True,21.299927329840155,28315.804240703583,28315.804240703583,0.46192917255577687,72000
20,finewebedu_lm_jax,trial_1,validation/ppl,22.2995,True,21.323351155823907,28314.819189310077,28314.819189310077,0.46192917255577687,72000
7,imagenet_resnet_jax,trial_1,validation/accuracy,0.77431,False,0.76207995,57916.22069811821,inf,0.2547951958011423,195999
16,imagenet_resnet_jax,trial_1,validation/accuracy,0.77431,False,0.75864,59924.7624270916,inf,0.2547951958011423,195999
25,imagenet_resnet_jax,trial_1,validation/accuracy,0.77431,False,0.76084,73905.25310635567,inf,0.2547951958011423,195999
5,imagenet_vit_jax,trial_1,validation/accuracy,0.77309,False,0.73982,82302.74896216393,inf,0.49808267468873035,167999
13,imagenet_vit_jax,trial_1,validation/accuracy,0.77309,False,0.732,87449.53238081932,inf,0.49808267468873035,167999
22,imagenet_vit_jax,trial_1,validation/accuracy,0.77309,False,0.69314,92609.95464468002,inf,0.49808267468873035,167999
0,librispeech_conformer_jax,trial_1,validation/wer,0.085884,False,0.1883068604258195,64987.82690048218,inf,2.739086131503963,76000
8,librispeech_conformer_jax,trial_1,validation/wer,0.085884,False,0.896190798049534,15938.47878575325,inf,2.739086131503963,76000
17,librispeech_conformer_jax,trial_1,validation/wer,0.085884,False,0.1782552020470236,63227.4588804245,inf,2.739086131503963,76000
2,librispeech_deepspeech_jax,trial_1,validation/wer,0.119936,False,0.160256843528219,55258.4434466362,inf,2.648808918364061,38400
10,librispeech_deepspeech_jax,trial_1,validation/wer,0.119936,False,0.1556993192680925,53798.12966442108,inf,2.648808918364061,38400
19,librispeech_deepspeech_jax,trial_1,validation/wer,0.119936,False,0.1608168782889972,55242.17136979103,inf,2.648808918364061,38400
4,ogbg_jax,trial_1,validation/mean_average_precision,0.28098,False,0.2721272001835208,4542.065598726273,inf,0.19546009999048936,52000
12,ogbg_jax,trial_1,validation/mean_average_precision,0.28098,False,0.2752502023880646,4991.95076751709,inf,0.19546009999048936,52000
21,ogbg_jax,trial_1,validation/mean_average_precision,0.28098,False,0.2770207933431546,5446.170157909393,inf,0.19546009999048936,52000
6,wmt_jax,trial_1,validation/bleu,30.8491,False,30.1649320836006,16168.221429347992,inf,0.1408422923478924,120000
14,wmt_jax,trial_1,validation/bleu,30.8491,False,30.060962305551648,15523.899386644363,inf,0.1408422923478924,120000
23,wmt_jax,trial_1,validation/bleu,30.8491,False,29.21444071534188,17454.147111177444,inf,0.1408422923478924,120000
